Channel1,Channel2,Condition
60,7,Meditation
46,0,Meditation
79,0,Meditation
37,0,Meditation
53,29,Meditation
59,1,Meditation
60,0,Meditation
79,0,Meditation
44,0,Meditation
42,0,Meditation
62,0,Meditation
47,15,Meditation
59,0,Meditation
15,0,Meditation
53,0,Meditation
38,0,Meditation
63,2,Meditation
63,0,Meditation
41,0,Meditation
79,0,Meditation
43,12,Meditation
43,14,Meditation
47,0,Meditation
42,0,Meditation
79,5,Meditation
59,0,Meditation
63,1,Meditation
55,0,Meditation
47,9,Meditation
31,0,Meditation
63,0,Meditation
55,0,Meditation
62,4,Meditation
63,0,Meditation
47,0,Meditation
55,0,Meditation
63,0,Meditation
79,4,Meditation
46,0,Meditation
55,19,Meditation
43,9,Meditation
87,2,Meditation
47,18,Meditation
111,0,Meditation
47,0,Meditation
44,0,Meditation
47,0,Meditation
47,0,Meditation
61,0,Meditation
62,2,Meditation
39,0,Meditation
62,10,Meditation
58,29,Meditation
87,0,Meditation
52,26,Meditation
59,0,Meditation
63,0,Meditation
63,2,Meditation
59,0,Meditation
95,2,Meditation
31,5,Meditation
39,4,Meditation
31,1,Meditation
30,3,Meditation
47,0,Meditation
47,21,Meditation
63,1,Meditation
29,0,Meditation
63,0,Meditation
31,0,Meditation
59,0,Meditation
39,0,Meditation
45,0,Meditation
38,0,Meditation
79,0,Meditation
111,0,Meditation
44,0,Meditation
31,0,Meditation
63,0,Meditation
43,0,Meditation
27,0,Meditation
92,0,Meditation
42,11,Meditation
78,2,Meditation
63,5,Meditation
47,0,Meditation
27,17,Meditation
31,0,Meditation
55,12,Meditation
87,2,Meditation
63,4,Meditation
31,0,Meditation
59,5,Meditation
55,0,Meditation
47,0,Meditation
63,0,Meditation
43,0,Meditation
63,1,Meditation
63,0,Meditation
44,1,Meditation
47,0,Meditation
79,2,Meditation
95,2,Meditation
127,1,Meditation
39,0,Meditation
63,2,Meditation
39,0,Meditation
55,0,Meditation
53,7,Meditation
60,0,Meditation
111,0,Meditation
44,13,Meditation
111,0,Meditation
31,0,Meditation
63,3,Meditation
28,1,Meditation
46,0,Meditation
38,13,Meditation
46,0,Meditation
42,12,Meditation
41,2,Meditation
63,0,Meditation
42,12,Meditation
95,4,Meditation
60,10,Meditation
79,1,Meditation
27,0,Meditation
42,0,Meditation
47,0,Meditation
44,0,Meditation
47,0,Meditation
79,3,Meditation
54,17,Meditation
79,0,Meditation
31,0,Meditation
42,0,Meditation
63,4,Meditation
47,20,Meditation
45,0,Meditation
52,6,Meditation
95,1,Meditation
59,26,Meditation
43,11,Meditation
47,2,Meditation
94,4,Meditation
39,0,Meditation
127,0,Meditation
38,2,Meditation
47,22,Meditation
42,0,Meditation
60,24,Meditation
54,5,Meditation
43,0,Meditation
47,10,Meditation
61,0,Meditation
47,2,Meditation
54,21,Meditation
63,0,Meditation
95,0,Meditation
31,0,Multiplication
47,0,Multiplication
26,34,Multiplication
58,27,Multiplication
77,0,Multiplication
95,0,Multiplication
61,0,Multiplication
31,4,Multiplication
62,4,Multiplication
59,0,Multiplication
38,8,Multiplication
63,4,Multiplication
47,18,Multiplication
31,0,Multiplication
95,0,Multiplication
44,0,Multiplication
111,0,Multiplication
43,16,Multiplication
87,0,Multiplication
42,0,Multiplication
63,4,Multiplication
47,9,Multiplication
31,0,Multiplication
45,0,Multiplication
39,2,Multiplication
41,0,Multiplication
45,0,Multiplication
26,0,Multiplication
63,0,Multiplication
42,0,Multiplication
95,19,Multiplication
43,0,Multiplication
63,35,Multiplication
44,16,Multiplication
95,0,Multiplication
79,0,Multiplication
63,4,Multiplication
42,2,Multiplication
55,24,Multiplication
59,7,Multiplication
26,1,Multiplication
29,18,Multiplication
55,0,Multiplication
42,1,Multiplication
79,0,Multiplication
60,0,Multiplication
63,1,Multiplication
47,4,Multiplication
37,0,Multiplication
31,7,Multiplication
62,0,Multiplication
42,10,Multiplication
47,4,Multiplication
61,0,Multiplication
42,0,Multiplication
38,0,Multiplication
55,26,Multiplication
55,7,Multiplication
39,2,Multiplication
55,16,Multiplication
47,21,Multiplication
55,31,Multiplication
45,0,Multiplication
26,0,Multiplication
63,4,Multiplication
45,0,Multiplication
75,3,Multiplication
58,5,Multiplication
62,0,Multiplication
43,0,Multiplication
60,0,Multiplication
79,1,Multiplication
46,10,Multiplication
111,1,Multiplication
63,0,Multiplication
55,8,Multiplication
39,0,Multiplication
39,0,Multiplication
55,3,Multiplication
39,0,Multiplication
42,0,Multiplication
63,1,Multiplication
39,0,Multiplication
52,15,Multiplication
60,0,Multiplication
63,0,Multiplication
93,26,Multiplication
47,0,Multiplication
43,14,Multiplication
63,1,Multiplication
29,0,Multiplication
60,0,Multiplication
55,0,Multiplication
38,17,Multiplication
37,0,Multiplication
54,0,Multiplication
77,0,Multiplication
61,0,Multiplication
78,0,Multiplication
42,0,Multiplication
63,0,Multiplication
31,0,Multiplication
55,1,Multiplication
63,0,Multiplication
55,2,Multiplication
63,0,Multiplication
95,0,Multiplication
31,1,Multiplication
30,1,Multiplication
79,4,Multiplication
63,3,Multiplication
31,7,Multiplication
52,8,Multiplication
47,0,Multiplication
63,1,Multiplication
37,5,Multiplication
31,0,Multiplication
63,1,Multiplication
63,0,Multiplication
54,20,Multiplication
21,1,Multiplication
95,5,Multiplication
61,0,Multiplication
55,1,Multiplication
63,0,Multiplication
63,1,Multiplication
55,0,Multiplication
44,0,Multiplication
31,5,Multiplication
59,2,Multiplication
63,1,Multiplication
63,1,Multiplication
95,1,Multiplication
39,16,Multiplication
42,0,Multiplication
127,0,Multiplication
63,0,Multiplication
45,0,Multiplication
60,3,Multiplication
31,0,Multiplication
47,0,Multiplication
127,0,Multiplication
61,0,Multiplication
127,4,Multiplication
45,0,Multiplication
30,0,Multiplication
47,7,Multiplication
46,0,Multiplication
61,0,Multiplication
91,2,Multiplication
79,4,Multiplication
63,1,Multiplication
94,7,Multiplication
29,0,Multiplication
63,0,Multiplication
31,3,Multiplication
31,4,Multiplication
62,1,Multiplication
39,8,Multiplication
27,1,Multiplication
55,1,Multiplication
55,0,Multiplication
63,1,Multiplication
25,30,Multiplication
60,5,Multiplication
39,0,Multiplication
58,0,Multiplication
39,12,Multiplication
61,0,Multiplication
29,0,Multiplication
31,0,Multiplication
42,0,Multiplication
47,0,Multiplication
37,4,Multiplication
55,4,Multiplication
63,5,Multiplication
43,8,Multiplication
31,0,Multiplication
31,0,Multiplication
22,2,Multiplication
79,0,Multiplication
52,22,Multiplication
37,0,Multiplication
39,0,Multiplication
58,0,Multiplication
79,1,Multiplication
61,6,Multiplication
44,1,Multiplication
63,3,Multiplication
63,0,Multiplication
95,1,Multiplication
31,0,Multiplication
43,0,Multiplication
53,8,Multiplication
31,0,Multiplication
75,0,Multiplication
63,7,Multiplication
31,0,Multiplication
47,18,Multiplication
63,0,Multiplication
47,0,Multiplication
47,0,Multiplication
37,0,Multiplication
38,0,Multiplication
55,23,Multiplication
61,6,Multiplication
41,11,Multiplication
52,0,Multiplication
111,2,Multiplication
44,21,Multiplication
31,0,Multiplication
63,1,Multiplication
63,0,Multiplication
47,7,Multiplication
37,0,Multiplication
30,0,Multiplication
46,0,Multiplication
43,15,Multiplication
43,0,Multiplication
55,6,Multiplication
63,0,Multiplication
79,0,Multiplication
52,10,Multiplication
31,0,Multiplication
63,0,Multiplication
47,0,Multiplication
44,13,Multiplication
55,0,Multiplication
37,3,Multiplication
95,0,Multiplication
55,0,Multiplication
31,1,Multiplication
30,2,Multiplication
53,0,Multiplication
47,3,Multiplication
47,0,Multiplication
47,0,Multiplication
77,1,Multiplication
39,3,Multiplication
42,9,Multiplication
31,0,Multiplication
42,2,Multiplication
95,1,Multiplication
55,0,Multiplication
111,0,Multiplication
55,0,Multiplication
127,0,Multiplication
59,0,Multiplication
46,0,Multiplication
63,5,Multiplication
76,0,Multiplication
31,0,Multiplication
31,6,Multiplication
47,13,Multiplication
127,2,Multiplication
30,0,Multiplication
46,0,Multiplication
46,15,Multiplication
38,0,Multiplication
63,4,Multiplication
31,0,Multiplication
54,3,Multiplication
111,0,Multiplication
93,4,Multiplication
31,6,Multiplication
87,26,Multiplication
43,7,Multiplication
47,3,Multiplication
43,0,Multiplication
38,0,Multiplication
55,0,Multiplication
79,0,Multiplication
55,2,Multiplication
63,4,Multiplication
63,2,Multiplication
55,1,Multiplication
63,4,Multiplication
31,2,Multiplication
45,0,Multiplication
39,0,Multiplication
53,0,Multiplication
79,0,Multiplication
39,3,Multiplication
63,1,Multiplication
63,2,Multiplication
39,6,Multiplication
44,0,Multiplication
62,0,Multiplication
61,1,Multiplication
30,0,Multiplication
45,0,Multiplication
63,1,Multiplication
47,0,Multiplication
111,0,Multiplication
63,1,Multiplication
38,4,Multiplication
55,23,Multiplication
55,0,Multiplication
127,0,Multiplication
55,10,Multiplication
75,0,Multiplication
54,0,Multiplication
61,0,Multiplication
87,1,Multiplication
29,3,Multiplication
63,5,Multiplication
46,0,Multiplication
55,2,Multiplication
45,13,Multiplication
31,18,Multiplication
45,0,Multiplication
47,0,Multiplication
31,0,Multiplication
95,0,Multiplication
52,25,Multiplication
42,0,Multiplication
30,0,Multiplication
39,0,Multiplication
47,0,Multiplication
47,0,Multiplication
44,0,Multiplication
53,0,Multiplication
41,1,Multiplication
31,0,Multiplication
61,10,Multiplication
79,1,Multiplication
63,0,Multiplication
95,2,Multiplication
29,0,Multiplication
63,1,Multiplication
55,0,Multiplication
27,0,Multiplication
31,0,Multiplication
53,0,Multiplication
79,0,Multiplication
31,0,Multiplication
42,0,Multiplication
47,0,Multiplication
78,0,Multiplication
79,1,Multiplication
87,3,Multiplication
63,1,Multiplication
39,0,Multiplication
53,0,Multiplication
43,0,Multiplication
31,19,Multiplication
28,18,Multiplication
53,0,Multiplication
29,0,Multiplication
31,6,Multiplication
63,5,Multiplication
47,1,Multiplication
63,0,Multiplication
47,21,Multiplication
39,0,Multiplication
55,20,Multiplication
39,11,Multiplication
30,0,Multiplication
63,5,Multiplication
61,0,Multiplication
46,13,Multiplication
78,4,Multiplication
31,6,Multiplication
31,0,Multiplication
47,0,Multiplication
31,5,Multiplication
63,0,Multiplication
47,0,Multiplication
63,4,Multiplication
31,0,Multiplication
45,17,Multiplication
29,0,Multiplication
63,0,Multiplication
77,3,Multiplication
47,0,Multiplication
27,1,Multiplication
63,0,Multiplication
42,0,Multiplication
63,0,Multiplication
28,0,Multiplication
38,0,Multiplication
31,0,Multiplication
63,5,Multiplication
31,4,Multiplication
39,1,Multiplication
63,3,Multiplication
42,19,Multiplication
59,0,Multiplication
47,0,Multiplication
47,0,Multiplication
55,0,Multiplication
87,3,Multiplication
44,0,Multiplication
31,2,Multiplication
31,0,Multiplication
79,0,Multiplication
47,3,Multiplication
30,0,Multiplication
62,2,Multiplication
29,1,Multiplication
53,0,Multiplication
43,0,Multiplication
39,0,Multiplication
63,1,Multiplication
39,0,Multiplication
61,1,Multiplication
78,0,Multiplication
95,4,Multiplication
63,2,Multiplication
37,0,Multiplication
44,0,Multiplication
79,3,Multiplication
54,0,Multiplication
127,0,Multiplication
47,0,Multiplication
79,0,Multiplication
95,0,Multiplication
87,0,Multiplication
47,0,Multiplication
31,0,Multiplication
63,3,Multiplication
47,3,Multiplication
127,0,Multiplication
53,0,Multiplication
47,7,Multiplication
47,0,Multiplication
79,0,Multiplication
79,4,Multiplication
63,5,Multiplication
37,2,Multiplication
45,13,Multiplication
47,0,Multiplication
44,0,Multiplication
29,4,Multiplication
31,0,Multiplication
79,0,Multiplication
79,4,Multiplication
47,8,Multiplication
95,3,Multiplication
47,0,Multiplication
42,0,Multiplication
53,0,Multiplication
39,10,Multiplication
46,6,Multiplication
31,0,Multiplication
47,0,Multiplication
39,9,Multiplication
111,3,Multiplication
63,0,Multiplication
55,21,Multiplication
46,14,Multiplication
46,0,Multiplication
31,19,Multiplication
58,3,Multiplication
42,0,Multiplication
63,0,Multiplication
47,0,Multiplication
46,3,Multiplication
47,0,Multiplication
28,0,Multiplication
77,4,Multiplication
47,1,Multiplication
31,0,Multiplication
62,1,Multiplication
63,0,Multiplication
92,5,Multiplication
39,8,Multiplication
75,3,Multiplication
47,0,Multiplication
127,4,Multiplication
37,0,Multiplication
39,0,Multiplication
45,0,Multiplication
43,0,Multiplication
60,0,Multiplication
41,0,Multiplication
31,0,Multiplication
39,8,Multiplication
47,0,Multiplication
30,1,Multiplication
58,6,Multiplication
63,0,Multiplication
63,0,Multiplication
39,6,Multiplication
47,0,Multiplication
77,1,Multiplication
52,0,Multiplication
61,0,Multiplication
31,0,Multiplication
53,16,Multiplication
45,3,Multiplication
54,7,Multiplication
31,0,Multiplication
29,1,Multiplication
87,3,Multiplication
63,0,Multiplication
45,0,Multiplication
59,1,Multiplication
39,0,Multiplication
63,0,Multiplication
77,4,Multiplication
55,21,Multiplication
95,20,Multiplication
47,0,Multiplication
31,3,Multiplication
39,0,Multiplication
63,0,Multiplication
47,5,Multiplication
27,18,Multiplication
78,4,Multiplication
47,0,Multiplication
55,19,Multiplication
25,0,Multiplication
79,0,Multiplication
47,0,Multiplication
79,2,Multiplication
37,3,Multiplication
95,25,Multiplication
63,0,Multiplication
44,0,Multiplication
63,2,Multiplication
42,0,Multiplication
63,0,Multiplication
47,18,Multiplication
30,3,Multiplication
15,0,Multiplication
47,0,Multiplication
59,0,Multiplication
37,0,Multiplication
63,0,Multiplication
55,0,Multiplication
42,0,Multiplication
42,0,Multiplication
47,0,Multiplication
43,0,Multiplication
43,16,Multiplication
38,0,Multiplication
127,0,Multiplication
76,0,Multiplication
62,1,Multiplication
47,0,Multiplication
47,13,Multiplication
62,0,Multiplication
58,3,Multiplication
42,0,Multiplication
39,0,Multiplication
47,0,Multiplication
79,1,Multiplication
42,17,Multiplication
61,0,Multiplication
39,0,Multiplication
47,0,Multiplication
55,8,Multiplication
61,0,Multiplication
63,3,Multiplication
29,2,Multiplication
77,0,Multiplication
58,0,Multiplication
31,1,Multiplication
52,21,Multiplication
26,3,Multiplication
54,0,Multiplication
42,0,Multiplication
111,0,Multiplication
39,0,Multiplication
26,1,Multiplication
25,23,Multiplication
75,4,Multiplication
47,1,Multiplication
61,1,Multiplication
42,1,Multiplication
39,0,Multiplication
31,0,Multiplication
47,0,Multiplication
63,0,Multiplication
54,0,Multiplication
31,0,Multiplication
47,0,Multiplication
55,0,Multiplication
42,0,Multiplication
63,1,Multiplication
47,0,Multiplication
31,1,Multiplication
63,0,Multiplication
27,26,Multiplication
47,0,Multiplication
47,0,Multiplication
47,6,Multiplication
47,1,Multiplication
63,5,Multiplication
31,18,Multiplication
46,0,Multiplication
79,1,Multiplication
63,4,Multiplication
31,5,Multiplication
58,2,Multiplication
26,0,Multiplication
43,0,Multiplication
39,10,Multiplication
31,7,Multiplication
22,1,Multiplication
52,0,Multiplication
27,0,Multiplication
39,2,Multiplication
31,19,Multiplication
77,3,Multiplication
58,0,Multiplication
63,0,Multiplication
53,0,Multiplication
30,0,Multiplication
26,3,Multiplication
63,0,Multiplication
46,0,Multiplication
79,3,Multiplication
31,4,Multiplication
55,0,Multiplication
39,9,Multiplication
41,12,Multiplication
79,0,Multiplication
63,0,Multiplication
94,1,Multiplication
47,0,Multiplication
47,0,Multiplication
63,0,Multiplication
59,2,Multiplication
25,0,Multiplication
111,1,Multiplication
63,0,Multiplication
47,11,Multiplication
63,0,Multiplication
39,9,Multiplication
77,0,Multiplication
63,0,Multiplication
47,0,Multiplication
63,1,Multiplication
63,1,Multiplication
63,0,Multiplication
95,0,Multiplication
63,0,Multiplication
63,0,Multiplication
41,0,Multiplication
111,0,Multiplication
47,0,Multiplication
47,18,Multiplication
125,0,Multiplication
91,1,Multiplication
63,0,Multiplication
52,15,Multiplication
55,24,Multiplication
63,0,Multiplication
47,6,Multiplication
39,1,Multiplication
47,24,Multiplication
27,18,Multiplication
47,0,Multiplication
63,0,Multiplication
31,0,Multiplication
47,12,Multiplication
47,6,Multiplication
60,2,Multiplication
52,0,Multiplication
55,2,Multiplication
31,12,Multiplication
78,4,Multiplication
125,0,Multiplication
43,0,Multiplication
95,0,Multiplication
53,2,Multiplication
39,0,Multiplication
30,0,Multiplication
63,2,Multiplication
31,0,Multiplication
43,0,Multiplication
63,0,Multiplication
23,1,Multiplication
55,0,Multiplication
143,0,Multiplication
63,1,Multiplication
43,0,Multiplication
30,0,Multiplication
55,0,Multiplication
61,2,Multiplication
46,0,Multiplication
79,0,Multiplication
44,15,Multiplication
79,1,Multiplication
55,2,Multiplication
29,3,Multiplication
63,0,Multiplication
28,0,Multiplication
63,5,Multiplication
39,0,Multiplication
55,0,Multiplication
37,4,Multiplication
63,0,Multiplication
42,0,Multiplication
44,0,Multiplication
59,28,Multiplication
54,4,Multiplication
47,0,Multiplication
39,9,Multiplication
47,1,Multiplication
45,20,Multiplication
46,0,Multiplication
95,0,Multiplication
26,0,Multiplication
62,0,Multiplication
43,0,Multiplication
54,13,Multiplication
60,0,Multiplication
47,0,Multiplication
63,6,Multiplication
43,0,Multiplication
47,0,Multiplication
38,0,Multiplication
58,0,Multiplication
61,0,Multiplication
63,0,Multiplication
31,0,Multiplication
38,0,Multiplication
31,0,Multiplication
79,0,Multiplication
43,1,Multiplication
55,0,Multiplication
63,0,Multiplication
79,0,Multiplication
47,0,Multiplication
43,0,Multiplication
95,4,Multiplication
62,3,Multiplication
79,1,Multiplication
31,7,Multiplication
54,0,Multiplication
47,13,Multiplication
63,1,Multiplication
111,0,Multiplication
42,0,Multiplication
47,0,Multiplication
39,0,Multiplication
43,0,Multiplication
31,0,Multiplication
62,0,Multiplication
58,0,Multiplication
54,0,Multiplication
75,0,Multiplication
39,11,Multiplication
78,0,Multiplication
45,0,Multiplication
77,0,Multiplication
27,0,Multiplication
53,0,Multiplication
79,4,Multiplication
46,6,Multiplication
111,2,Multiplication
95,7,Multiplication
47,0,Multiplication
31,0,Multiplication
31,4,Multiplication
54,0,Multiplication
63,1,Multiplication
44,0,Multiplication
41,0,Multiplication
46,16,Multiplication
30,0,Multiplication
63,0,Multiplication
61,1,Multiplication
59,29,Multiplication
31,7,Multiplication
31,19,Multiplication
87,0,Multiplication
31,0,Multiplication
31,4,Multiplication
39,0,Multiplication
38,19,Multiplication
87,0,Multiplication
43,0,Multiplication
44,12,Multiplication
87,1,Multiplication
95,3,Multiplication
111,1,Multiplication
21,1,Multiplication
111,0,Multiplication
95,0,Multiplication
27,0,Multiplication
47,0,Multiplication
46,18,Multiplication
53,0,Multiplication
59,4,Multiplication
77,0,Multiplication
78,0,Multiplication
42,0,Multiplication
119,1,Multiplication
39,0,Multiplication
58,4,Multiplication
55,7,Multiplication
63,0,Multiplication
55,0,Multiplication
44,0,Multiplication
43,0,Multiplication
52,0,Multiplication
29,19,Multiplication
44,0,Multiplication
39,0,Multiplication
79,2,Multiplication
42,14,Multiplication
30,0,Multiplication
41,0,Multiplication
63,0,Multiplication
39,0,Multiplication
39,0,Multiplication
77,0,Multiplication
61,1,Multiplication
44,1,Multiplication
26,0,Multiplication
63,0,Multiplication
59,2,Multiplication
95,0,Multiplication
25,0,Multiplication
37,0,Multiplication
63,0,Multiplication
43,9,Multiplication
54,2,Multiplication
31,19,Multiplication
62,3,Multiplication
28,18,Multiplication
63,0,Multiplication
41,2,Multiplication
47,0,Multiplication
38,0,Multiplication
63,0,Multiplication
55,2,Multiplication
95,27,Multiplication
31,0,Multiplication
95,5,Multiplication
42,0,Multiplication
51,25,Multiplication
63,3,Multiplication
79,0,Multiplication
42,0,Multiplication
61,6,Multiplication
52,0,Multiplication
52,0,Multiplication
63,1,Multiplication
47,0,Multiplication
39,0,Multiplication
63,7,Multiplication
42,0,Multiplication
55,0,Multiplication
43,0,Multiplication
42,0,Multiplication
143,4,Multiplication
47,5,Multiplication
47,8,Multiplication
63,0,Multiplication
28,0,Multiplication
63,4,Multiplication
47,0,Multiplication
45,0,Multiplication
47,7,Multiplication
31,0,Multiplication
63,1,Multiplication
79,0,Multiplication
61,2,Multiplication
127,0,Multiplication
95,5,Multiplication
55,0,Multiplication
55,5,Multiplication
63,5,Multiplication
87,14,Multiplication
43,5,Multiplication
63,3,Multiplication
27,0,Multiplication
31,0,Multiplication
62,0,Multiplication
63,2,Multiplication
87,0,Multiplication
44,19,Multiplication
63,0,Multiplication
46,0,Multiplication
47,0,Multiplication
43,0,Multiplication
55,0,Multiplication
61,0,Multiplication
111,0,Multiplication
79,0,Multiplication
31,19,Multiplication
31,0,Multiplication
47,0,Multiplication
95,0,Multiplication
30,2,Multiplication
47,0,Multiplication
39,6,Multiplication
39,0,Multiplication
47,0,Multiplication
111,0,Multiplication
59,0,Multiplication
79,0,Multiplication
111,0,Multiplication
39,18,Multiplication
42,11,Multiplication
55,6,Multiplication
42,12,Multiplication
31,6,Multiplication
55,23,Multiplication
47,0,Multiplication
43,16,Multiplication
47,0,Multiplication
47,21,Multiplication
95,1,Multiplication
46,0,Multiplication
46,0,Multiplication
63,4,Multiplication
63,3,Multiplication
127,4,Multiplication
42,0,Multiplication
54,4,Multiplication
79,4,Multiplication
39,0,Multiplication
63,0,Multiplication
47,0,Multiplication
38,1,Multiplication
42,10,Multiplication
31,23,Multiplication
54,0,Multiplication
61,1,Multiplication
39,0,Multiplication
63,0,Multiplication
29,2,Multiplication
94,1,Multiplication
47,0,Multiplication
31,0,Multiplication
55,0,Multiplication
44,0,Multiplication
55,1,Multiplication
53,24,Multiplication
42,0,Multiplication
63,2,Multiplication
55,8,Multiplication
31,0,Multiplication
79,0,Multiplication
55,32,Multiplication
63,0,Multiplication
63,0,Multiplication
74,0,Multiplication
47,0,Multiplication
45,17,Multiplication
46,0,Multiplication
47,7,Multiplication
55,0,Multiplication
27,3,Multiplication
63,3,Multiplication
63,3,Multiplication
62,1,Multiplication
52,9,Multiplication
78,0,Multiplication
79,0,Multiplication
63,0,Multiplication
45,0,Multiplication
79,3,Multiplication
31,0,Multiplication
31,0,Multiplication
26,19,Multiplication
61,0,Multiplication
76,4,Multiplication
47,0,Multiplication
55,0,Multiplication
55,2,Multiplication
54,17,Multiplication
63,2,Multiplication
47,0,Multiplication
63,4,Multiplication
45,16,Multiplication
39,0,Multiplication
45,0,Multiplication
54,0,Multiplication
54,5,Multiplication
26,17,Multiplication
95,15,Multiplication
47,0,Multiplication
55,19,Multiplication
31,0,Multiplication
79,1,Multiplication
63,3,Multiplication
87,0,Multiplication
26,0,Multiplication
43,0,Multiplication
31,10,Multiplication
95,30,Multiplication
31,0,Multiplication
63,0,Multiplication
53,26,Multiplication
53,0,Multiplication
27,18,Multiplication
55,0,Multiplication
38,15,Multiplication
42,0,Multiplication
95,0,Multiplication
75,0,Multiplication
91,5,Multiplication
45,1,Multiplication
55,1,Meditation
23,8,Meditation
47,8,Meditation
31,0,Meditation
79,0,Meditation
31,6,Meditation
60,1,Meditation
31,0,Meditation
39,8,Meditation
79,5,Meditation
47,9,Meditation
78,0,Meditation
31,0,Meditation
46,0,Meditation
30,0,Meditation
30,4,Meditation
31,5,Meditation
58,0,Meditation
58,3,Meditation
54,4,Meditation
61,1,Meditation
63,0,Meditation
37,7,Meditation
47,0,Meditation
59,0,Meditation
79,4,Meditation
26,0,Meditation
39,2,Meditation
53,18,Meditation
63,3,Meditation
47,0,Meditation
59,1,Meditation
39,2,Meditation
63,0,Meditation
95,0,Meditation
127,0,Meditation
47,14,Meditation
59,0,Meditation
55,10,Meditation
37,0,Meditation
63,0,Meditation
39,2,Meditation
31,0,Meditation
61,0,Meditation
59,4,Meditation
42,0,Meditation
54,18,Meditation
55,5,Meditation
62,4,Meditation
87,3,Meditation
55,0,Meditation
95,1,Meditation
79,1,Meditation
60,0,Meditation
30,0,Meditation
54,0,Meditation
37,1,Meditation
62,2,Meditation
42,10,Meditation
31,19,Meditation
79,0,Meditation
111,3,Meditation
55,0,Meditation
59,0,Meditation
63,6,Meditation
47,0,Meditation
30,4,Meditation
27,0,Meditation
39,3,Meditation
39,7,Meditation
47,0,Meditation
42,15,Meditation
29,0,Meditation
63,1,Meditation
44,0,Meditation
63,2,Meditation
63,1,Meditation
47,23,Meditation
55,0,Meditation
39,0,Meditation
43,0,Meditation
95,1,Meditation
46,0,Meditation
31,6,Meditation
47,1,Meditation
63,0,Meditation
63,1,Meditation
77,0,Meditation
76,3,Meditation
25,1,Meditation
95,5,Meditation
61,3,Meditation
63,0,Meditation
39,0,Meditation
75,3,Meditation
52,0,Meditation
119,0,Meditation
79,0,Meditation
63,0,Meditation
95,2,Meditation
76,0,Meditation
54,0,Meditation
31,4,Meditation
63,4,Meditation
27,0,Meditation
93,0,Meditation
39,2,Meditation
31,0,Meditation
60,0,Meditation
43,0,Meditation
62,0,Meditation
61,1,Meditation
46,2,Meditation
47,0,Meditation
41,0,Meditation
55,0,Meditation
55,3,Meditation
55,0,Meditation
43,0,Meditation
41,0,Meditation
59,0,Meditation
47,26,Meditation
46,0,Meditation
31,0,Meditation
59,4,Meditation
31,1,Meditation
59,0,Meditation
47,0,Meditation
47,22,Meditation
87,0,Meditation
59,3,Meditation
63,0,Meditation
55,0,Meditation
39,0,Meditation
46,8,Meditation
59,2,Meditation
63,0,Meditation
45,1,Meditation
53,1,Meditation
47,5,Meditation
37,3,Meditation
87,2,Meditation
63,5,Meditation
58,0,Meditation
95,5,Meditation
28,0,Meditation
39,13,Meditation
47,0,Meditation
63,0,Meditation
62,3,Meditation
47,1,Meditation
39,0,Meditation
55,0,Meditation
31,0,Meditation
43,0,Meditation
63,0,Meditation
28,0,Meditation
23,2,Meditation
44,0,Meditation
63,1,Meditation
31,1,Meditation
63,0,Meditation
39,7,Meditation
47,0,Meditation
44,0,Meditation
27,0,Meditation
58,0,Meditation
31,5,Meditation
59,0,Meditation
63,1,Meditation
45,17,Meditation
52,0,Meditation
31,19,Meditation
60,0,Meditation
38,3,Meditation
31,2,Meditation
78,4,Meditation
39,0,Meditation
111,0,Meditation
62,0,Meditation
23,2,Meditation
31,0,Meditation
51,0,Meditation
63,0,Meditation
60,3,Meditation
47,0,Meditation
87,1,Meditation
79,1,Meditation
53,0,Meditation
27,0,Meditation
31,9,Meditation
47,0,Meditation
53,17,Meditation
42,1,Meditation
55,0,Meditation
31,0,Meditation
31,20,Meditation
63,4,Meditation
63,0,Meditation
58,7,Meditation
30,0,Meditation
31,0,Meditation
43,10,Meditation
63,0,Meditation
31,0,Meditation
45,2,Meditation
79,0,Meditation
54,30,Meditation
54,0,Meditation
62,2,Meditation
78,0,Meditation
42,0,Meditation
39,0,Meditation
52,0,Meditation
63,0,Meditation
55,0,Meditation
78,0,Meditation
60,1,Meditation
28,1,Meditation
55,1,Meditation
95,4,Meditation
43,0,Meditation
47,0,Meditation
63,3,Meditation
38,0,Meditation
63,2,Meditation
31,0,Meditation
31,1,Meditation
127,0,Meditation
111,5,Meditation
39,2,Meditation
31,0,Meditation
79,0,Meditation
79,4,Meditation
62,0,Meditation
79,1,Meditation
46,0,Meditation
63,0,Meditation
55,0,Meditation
79,0,Meditation
27,18,Meditation
43,0,Meditation
47,0,Meditation
31,0,Meditation
39,0,Meditation
143,1,Meditation
55,16,Meditation
95,1,Meditation
26,18,Meditation
47,0,Meditation
54,0,Meditation
75,1,Meditation
95,0,Meditation
75,2,Meditation
55,0,Meditation
79,3,Meditation
62,1,Meditation
52,0,Meditation
60,0,Meditation
55,24,Meditation
63,3,Meditation
39,0,Meditation
55,0,Meditation
47,3,Meditation
127,0,Meditation
55,4,Meditation
78,1,Meditation
111,0,Meditation
79,0,Meditation
60,7,Meditation
52,23,Meditation
59,4,Meditation
63,0,Meditation
55,0,Meditation
95,0,Meditation
63,1,Meditation
31,0,Meditation
43,0,Meditation
79,3,Meditation
63,9,Meditation
28,0,Meditation
39,0,Meditation
55,2,Meditation
