A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,condition,accuracy,feedback1,feedback2
10.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,junk,hundred,one,one
10.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,junk,hundred,one,one
8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,junk,hundred,one,one
0.02067,0.005031,0.004261,0.001121,0.003861,0.001369,0.00439,0.001311,0.03487,0.01609,0.008739,0.002243,0.006441,0.001665,0.008281,0.002804,junk,hundred,one,one
8.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,junk,hundred,one,one
2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,junk,hundred,one,one
2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,junk,hundred,one,one
0.02119,0.004907,0.003885,0.001063,0.004086,0.001326,0.004064,0.001268,0.03562,0.0162,0.008764,0.00221,0.007227,0.001834,0.008775,0.002819,junk,hundred,one,one
10.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,junk,hundred,one,one
6.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,junk,hundred,one,one
7.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,junk,hundred,one,one
9.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,junk,hundred,one,one
0.02038,0.005171,0.00406,0.00104,0.003888,0.001387,0.004181,0.001226,0.03614,0.01626,0.008785,0.002313,0.006995,0.001773,0.008541,0.002853,junk,hundred,one,one
3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,junk,hundred,one,one
6.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,junk,hundred,one,one
0.02047,0.004841,0.004022,0.001107,0.003883,0.001294,0.004198,0.001299,0.0359,0.01626,0.00895,0.002246,0.006977,0.001779,0.008807,0.002848,junk,hundred,one,one
9.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,junk,hundred,one,one
4.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,junk,hundred,one,one
2.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,junk,hundred,one,one
4.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,junk,hundred,one,one
0.02128,0.005253,0.003937,0.001038,0.004111,0.001404,0.00409,0.001234,0.03715,0.01642,0.008881,0.002311,0.007429,0.001878,0.008829,0.002886,junk,hundred,one,one
7.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,junk,hundred,one,one
3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,junk,hundred,one,one
0.0208,0.005178,0.004284,0.001133,0.003877,0.001383,0.004409,0.001317,0.0363,0.01641,0.009017,0.002334,0.006649,0.001724,0.00849,0.002895,junk,hundred,one,one
8.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,junk,hundred,one,one
7.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,junk,hundred,one,one
8.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,junk,hundred,one,one
4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,junk,hundred,one,one
0.02116,0.004909,0.003888,0.001059,0.004056,0.001315,0.004068,0.001256,0.03661,0.01634,0.008912,0.002246,0.007254,0.001845,0.008859,0.002844,junk,hundred,one,one
7.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,junk,hundred,one,one
4.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,junk,hundred,one,one
0.02052,0.005224,0.004077,0.001056,0.003942,0.0014,0.004218,0.00123,0.037,0.01634,0.008914,0.00234,0.007197,0.001816,0.00868,0.00291,junk,hundred,one,one
7.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,junk,hundred,one,one
8.0,5.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,junk,hundred,one,one
10.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,junk,hundred,one,one
2.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,junk,hundred,one,one
0.02085,0.004899,0.004098,0.001118,0.003856,0.001309,0.004256,0.001301,0.03601,0.01626,0.008924,0.002249,0.006524,0.001712,0.008486,0.002834,junk,hundred,one,one
3.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,junk,hundred,one,one
3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,junk,hundred,one,one
0.02091,0.005116,0.00385,0.00102,0.004008,0.001374,0.003986,0.001212,0.03659,0.01632,0.008771,0.002292,0.007196,0.00185,0.008696,0.002859,junk,hundred,one,one
6.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,junk,hundred,one,one
9.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,junk,hundred,one,one
1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,junk,hundred,one,one
7.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,junk,hundred,one,one
0.02039,0.005036,0.004195,0.00111,0.003789,0.00136,0.004313,0.00129,0.03612,0.01621,0.008915,0.002331,0.00656,0.001723,0.008422,0.002891,junk,hundred,one,one
8.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,junk,hundred,one,one
6.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,junk,hundred,one,one
9.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,junk,hundred,one,one
0.02117,0.004903,0.003872,0.001062,0.003971,0.001328,0.004032,0.001261,0.0356,0.01616,0.008624,0.002184,0.006611,0.001742,0.008367,0.002785,junk,hundred,one,one
8.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,junk,hundred,one,one
7.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,junk,hundred,one,one
10.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,junk,hundred,one,one
0.02026,0.005035,0.003998,0.001025,0.003864,0.001375,0.004119,0.001199,0.03635,0.01628,0.008713,0.002317,0.007044,0.001822,0.008534,0.002889,junk,hundred,one,one
5.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,junk,hundred,one,one
2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,junk,hundred,one,one
0.0201,0.004753,0.003948,0.001084,0.003678,0.001273,0.004079,0.001276,0.03531,0.01621,0.008617,0.002237,0.006041,0.001674,0.008032,0.002811,junk,hundred,one,one
9.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,junk,hundred,one,one
5.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,junk,hundred,one,one
9.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,junk,hundred,one,one
4.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,junk,hundred,one,one
0.02004,0.00492,0.003676,9.698E-4,0.003852,0.001314,0.003818,0.001145,0.03559,0.01615,0.008336,0.002175,0.006787,0.001778,0.008261,0.002757,junk,hundred,one,one
10.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,junk,hundred,one,one
6.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,junk,hundred,one,one
3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,junk,hundred,one,one
0.02018,0.005078,0.004173,0.001119,0.003814,0.001374,0.004312,0.001297,0.0365,0.01632,0.00905,0.002325,0.00689,0.00181,0.008683,0.002942,junk,hundred,one,one
8.0,5.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,junk,hundred,one,one
6.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,junk,hundred,one,one
10.0,5.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,junk,hundred,one,one
0.02402,0.005476,0.004397,0.001243,0.004391,0.001522,0.004519,0.001464,0.03687,0.01644,0.009343,0.002313,0.006693,0.001774,0.008682,0.002932,junk,hundred,one,one
3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,junk,hundred,one,one
4.0,5.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,junk,hundred,one,one
8.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,junk,hundred,one,one
0.0248,0.0059,0.004807,0.001297,0.004693,0.00168,0.004934,0.001499,0.03801,0.01645,0.009653,0.002468,0.007687,0.001933,0.009283,0.003085,junk,hundred,one,one
10.0,5.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,junk,hundred,one,one
5.0,5.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,junk,hundred,one,one
7.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,junk,hundred,one,one
2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,junk,hundred,one,one
0.02402,0.005473,0.004684,0.001323,0.004415,0.00153,0.004834,0.001527,0.03737,0.01653,0.009645,0.002459,0.006986,0.001868,0.009059,0.003054,junk,hundred,one,one
10.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,junk,hundred,one,one
7.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,junk,hundred,one,one
0.02452,0.005612,0.004468,0.001203,0.004563,0.001585,0.00457,0.001419,0.03733,0.01647,0.009383,0.002378,0.00722,0.00187,0.008895,0.002994,junk,hundred,one,one
9.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,junk,hundred,one,one
2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,junk,hundred,one,one
4.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,junk,hundred,one,one
1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,junk,hundred,one,one
0.02322,0.005528,0.004702,0.001279,0.004307,0.001558,0.004815,0.001476,0.03728,0.01645,0.009574,0.002456,0.007079,0.001863,0.008969,0.003078,junk,hundred,one,one
10.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,junk,hundred,one,one
8.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,junk,hundred,one,one
0.02364,0.005223,0.004352,0.001186,0.004322,0.001469,0.004453,0.001404,0.03645,0.01646,0.00935,0.002328,0.006621,0.00178,0.008636,0.002956,junk,hundred,one,one
10.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,junk,hundred,one,one
1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,junk,hundred,one,one
9.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,junk,hundred,one,one
3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,junk,hundred,one,one
0.02148,0.005236,0.004198,0.0011,0.004102,0.001473,0.004323,0.001289,0.03696,0.01644,0.009231,0.002428,0.007422,0.001914,0.009004,0.003038,junk,hundred,one,one
10.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,junk,hundred,one,one
3.0,5.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,junk,hundred,one,one
0.01998,0.004622,0.00396,0.001065,0.003683,0.001246,0.004117,0.00124,0.03614,0.01648,0.009131,0.00239,0.006596,0.001832,0.008604,0.002994,junk,hundred,one,one
3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,junk,hundred,one,one
2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,junk,hundred,one,one
7.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,junk,hundred,one,one
5.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,junk,hundred,one,one
0.01787,0.004486,0.003269,8.621E-4,0.003457,0.001203,0.003406,0.001044,0.036,0.01644,0.008604,0.002275,0.006972,0.001857,0.008533,0.002865,junk,hundred,one,one
7.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,junk,hundred,one,one
5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,junk,hundred,one,one
0.02035,0.005126,0.004194,0.001161,0.003906,0.001414,0.004374,0.001332,0.03735,0.01661,0.009513,0.002488,0.007425,0.001955,0.009194,0.003112,junk,hundred,one,one
4.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,junk,hundred,one,one
9.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,junk,hundred,one,one
4.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,junk,hundred,one,one
4.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,junk,hundred,one,one
0.02468,0.005522,0.00455,0.001306,0.004556,0.001572,0.004702,0.001517,0.03742,0.01672,0.009631,0.002461,0.007294,0.00194,0.009226,0.003072,junk,hundred,one,one
8.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,junk,hundred,one,one
6.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,junk,hundred,one,one
7.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,junk,hundred,one,one
0.02318,0.005629,0.004519,0.001207,0.00447,0.001575,0.004641,0.001401,0.03812,0.01668,0.009577,0.002524,0.007894,0.002043,0.009441,0.003149,junk,hundred,one,one
4.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,junk,hundred,one,one
8.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,junk,hundred,one,one
6.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,junk,hundred,one,one
0.02337,0.005473,0.004624,0.001318,0.004348,0.001526,0.004807,0.001519,0.03769,0.01677,0.009759,0.002548,0.007349,0.00198,0.009362,0.003147,junk,hundred,one,one
6.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,junk,hundred,one,one
4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,junk,hundred,one,one
8.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,junk,hundred,one,one
0.02354,0.005547,0.004306,0.001194,0.004501,0.001551,0.004467,0.001394,0.03791,0.01676,0.009516,0.002484,0.007833,0.002054,0.009403,0.003105,junk,hundred,one,one
10.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,junk,hundred,one,one
3.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,junk,hundred,one,one
6.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,junk,hundred,one,one
10.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,junk,hundred,one,one
0.02193,0.005406,0.004482,0.00122,0.004142,0.001487,0.004628,0.001402,0.03766,0.01673,0.009614,0.002545,0.007485,0.00198,0.009301,0.003159,junk,hundred,one,one
1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,junk,hundred,one,one
3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,junk,hundred,one,one
0.02254,0.005244,0.004201,0.00119,0.004254,0.001438,0.004368,0.001389,0.03719,0.01671,0.009464,0.002434,0.007434,0.001989,0.009247,0.003077,junk,hundred,one,one
9.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,junk,hundred,one,one
4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,junk,hundred,one,one
6.0,5.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,junk,hundred,one,one
0.02176,0.005485,0.00423,0.001141,0.004211,0.001506,0.004392,0.001324,0.038,0.01678,0.009416,0.002545,0.007938,0.00208,0.009408,0.003164,junk,hundred,one,one
2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,junk,hundred,one,one
7.0,5.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,junk,hundred,one,one
4.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,junk,hundred,one,one
0.02186,0.005321,0.004367,0.001251,0.004116,0.001434,0.004567,0.001433,0.0373,0.01683,0.009619,0.002535,0.007293,0.001989,0.009239,0.003141,junk,hundred,one,one
3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,junk,hundred,one,one
1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,junk,hundred,one,one
7.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,junk,hundred,one,one
2.0,5.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,junk,hundred,one,one
0.02241,0.005419,0.004105,0.00114,0.004339,0.001479,0.004268,0.001334,0.0377,0.01683,0.009398,0.002484,0.007973,0.002093,0.009456,0.003105,junk,hundred,one,one
1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,junk,hundred,one,one
1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,junk,hundred,one,one
0.0219,0.005535,0.004501,0.00124,0.004216,0.001514,0.004674,0.001423,0.03788,0.01686,0.009537,0.002582,0.007745,0.002068,0.009435,0.003171,junk,hundred,one,one
8.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,junk,hundred,one,one
2.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,junk,hundred,one,one
9.0,5.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,junk,hundred,one,one
4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,junk,hundred,one,one
0.02342,0.005407,0.004352,0.00125,0.004378,0.001486,0.004539,0.001443,0.03714,0.01684,0.009404,0.002449,0.007321,0.001983,0.00915,0.003073,junk,hundred,one,one
5.0,5.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,junk,hundred,one,one
0.02253,0.005626,0.004361,0.001186,0.004377,0.001552,0.004533,0.00137,0.03759,0.01686,0.009306,0.002495,0.007877,0.00207,0.009286,0.003121,junk,hundred,one,one
9.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,junk,hundred,one,one
5.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,junk,hundred,one,one
1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,junk,hundred,one,one
9.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,junk,hundred,one,one
0.02275,0.005416,0.004542,0.001284,0.004256,0.001478,0.004718,0.001479,0.03759,0.01687,0.009645,0.002529,0.007369,0.002011,0.009301,0.003132,junk,hundred,one,one
7.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,junk,hundred,one,one
3.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,junk,hundred,one,one
5.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,junk,hundred,one,one
0.02281,0.005496,0.004173,0.00116,0.004383,0.001502,0.004342,0.001354,0.03797,0.0169,0.009434,0.002482,0.007931,0.002081,0.009401,0.0031,junk,hundred,one,one
7.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,junk,hundred,one,one
9.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,junk,hundred,one,one
7.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,junk,hundred,one,one
0.02155,0.005386,0.004376,0.001195,0.004089,0.001467,0.004552,0.001369,0.03795,0.0169,0.009557,0.002559,0.00762,0.002038,0.00929,0.003177,junk,hundred,one,one
6.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,junk,hundred,one,one
5.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,junk,hundred,one,one
9.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,junk,hundred,one,one
0.02264,0.005312,0.00422,0.001204,0.004202,0.001442,0.004389,0.001407,0.03733,0.01687,0.009522,0.002432,0.00718,0.001956,0.009115,0.00305,junk,hundred,one,one
2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,junk,hundred,one,one
9.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,junk,hundred,one,one
10.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,junk,hundred,one,one
0.02184,0.00545,0.004221,0.001127,0.004238,0.001494,0.004358,0.001312,0.0383,0.01686,0.009446,0.002528,0.008004,0.002103,0.009467,0.003137,junk,hundred,one,one
6.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,junk,hundred,one,one
4.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,junk,hundred,one,one
